product_name,category,discounted_price,actual_price,discount_percentage,rating_count,about_product,product_link
"AGARO Regal Electric Rice Cooker, 3L Ceramic Inner Bowl, Cooks Up to 600 Gms Raw Rice, SS Steamer, Preset Cooking Functions, Preset Timer, Keep Warm Function, LED Display, Black",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Rice&PastaCookers,"₹3,685","₹5,495",33%,290,"Multi functional use- Steamed veggies and rice, various recipes you can accomplish it all with your rice cooker|Cooks up to 600 gms of raw rice or up to 5.5 cups of raw rice|Multi cooking functions-White rice, brown rice with low carb, short grain, porridge, steam, slow cook|ADVANCED FUZZY LOGIC RICE COOKER TECHNOLOGY - auto adjust temperature and timings for optimal rice cooking combined with tailored useful add on options including steam, porridge, slow cook settings Including 24 hour pre-set timer and keep warm features|Comes with 3 Litres 5-layer thick ceramic coated inner bowl with rice level lines|Smart touch button with 3D surround heating|Includes inner bowl, stainless steel steaming basket, rice measuring cup, rice spatula and soup ladle|1 Year Warranty",https://www.amazon.in/AGARO-Regal-Electric-Ceramic-functions/dp/B09XHXXCFH/ref=sr_1_412?qid=1672923613&s=kitchen&sr=1-412
Libra Roti Maker Electric Automatic | chapati Maker Electric Automatic | roti Maker Machine with 900 Watts for Making Roti/Chapati/Parathas - Stainless Steel,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|RotiMakers,"₹1,999","₹2,999",33%,388,"Libra Roti Maker electric automatic has bakelite handles and housing which are strong and sturdy for long life operation. Libra Chapati maker electric automatic is also safe to use because of heat resistant bakelite handles.|Libra Roti Maker electric automatic can not only be used to make Roti / Chapati but also can be used to make Parathas , Dosa and even paneer tikkas. The Libra Chapati Maker electric automatic is a versatile product and is very handy in every kitchen.|Libra Roti Maker electric automatic makes fluffy Rotis. To do so , we need SOFTER dough then normal dough. The proportion should be 1 cup of water with 2 cups of dough. The results are better with maida and packed Atta. For other Atta please seive the atta and then use for best results. Despite all, if you are unable to prepare the Chapati in the chapati maker electric automatic , please do not hesitate to call the help line, they shall assist you with the process.|Libra Roti maker electric automatic is strongly packed with thermocole and strong corrugated box. Thus the Libra Chapati Maker electric automatic reaches to you very safely. You can also reach customer care at any time for further assistance with the product.|Libra Roti Maker electric automatic is made with Stainless Steel Housing. So you do not need to worry about the rusting. The Libra Chapati maker electric automatic has Non stick coated heating plates with an 8 inch diameter which makes the process of Roti and Chapati Making very easy.|Libra Roti Maker electric automatic has double indicator lamps. One indicator lamp indicates the power supply whereas the other indicator lamp is for the thermostatic control which goes on/off as soon as the temperature is achieved. Libra Chapati Maker electric automatic saves electricity as well besides maintaining temperature.",https://www.amazon.in/Libra-Athena-Roti-Maker-Black/dp/B018SJJ0GE/ref=sr_1_455?qid=1672923614&s=kitchen&sr=1-455
Wipro Vesta Grill 1000 Watt Sandwich Maker |Dual function-SW Maker&Griller|Non stick Coat -BPA&PTFE Free |Auto Temp Cut-off| Height Control -180ᶿ&105ᶿ |2 year warranty|SS Finish|Standard size,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|SandwichMakers,"₹2,079","₹3,099",33%,282,"Truly multifunctional Grill Sandwich Maker which could used to make a sandwich maker to panini ,toast & Roast and also operate as a smokeless indoor Grill|Sandwich Maker – Big size non stick plate (230mm*145 mm) opens upto 105ᶿ (Extra 15ᶿ) for easy operation and usage|Grill – With Huge plates can also be used to grill with plated opening upto 180ᶿ|Auto cut off feature to avoid excessive burning of food and stress free operation|Cool touch handle for safety and easy usage|Easy to clean non stick grill with quick heat up enabled by 1000 Watt function (2 years warranty)",https://www.amazon.in/Wipro-Sandwich-function-SW-warranty-Standard/dp/B0B2DD8BQ8/ref=sr_1_271?qid=1672923606&s=kitchen&sr=1-271
"Prestige Sandwich Maker PGMFD 01, Black",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|SandwichMakers,"₹1,299","₹1,299",0%,"40,106","New designs, Durable die cast aluminum grill plates|Heat Resistant, Bakelite body, User Friendly.Cord length 1.5 m|German Technology Greblon Non stick coating for oil free toasting|Power Indicators for easy of use|800 watts power, Voltage(V): 230 Volts|Easy to clean|Warranty: 1 year warranty provided by the manufacturer from date of purchase",https://www.amazon.in/Prestige-Sandwich-Maker-PGMFD-01/dp/B07S851WX5/ref=sr_1_67?qid=1672923593&s=kitchen&sr=1-67
Tosaa T2STSR Sandwich Gas Toaster Regular (Black),Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|SandwichMakers,₹260,₹350,26%,"13,127","Consumes Lower Gas|Even Distribution Of Heat|Color: Black, Material: Nonstick|Sandwich Made Crispier and Perfect|Warranty: 6 months warranty|Includes: 1- sandwich toaster",https://www.amazon.in/Tosaa-Nonstick-Sandwich-Toaster-Regular/dp/B07RX42D3D/ref=sr_1_200?qid=1672923601&s=kitchen&sr=1-200
"Sujata Chutney Steel Jar, 400 ml, (White), Stainless Steel",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|SmallApplianceParts&Accessories,₹688,₹747,8%,"2,280","Warranty: No Warranty|Includes: 1 jar only|Perfectly fit to sujata's motor|Totally shock-proof and safe|Low maintenance, trouble free running",https://www.amazon.in/SUJATA-Chutney-Jar-Small-8x8x8cm/dp/B01MUAUOCX/ref=sr_1_386?qid=1672923611&s=kitchen&sr=1-386
"Preethi MGA-502 0.4-Litre Grind and Store Jar (White), stainless steel, Set of 1",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|SmallApplianceParts&Accessories|StandMixerAccessories,₹635,₹635,0%,"4,570","Country of Origin: India|Capacity: 0.4 liters, Material: Poly Steel|Machine ground and polished blades for quick grinding|Includes: Jar (0.4 liters) and Transparent lid|High grade nylon couplers for smooth trouble free usage+^+Warranty: 1 year on product+^+High grade stainless steel jars and blade",https://www.amazon.in/Preethi-MGA-502-0-4-Litre-Grind-Store/dp/B012ELCYUG/ref=sr_1_321?qid=1672923609&s=kitchen&sr=1-321
"AGARO Royal Stand 1000W Mixer with 5L SS Bowl and 8 Speed Setting, Includes Whisking Cone, Mixing Beater & Dough Hook, and Splash Guard, 2 Years Warranty, (Black), Medium (33554)",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|StandMixers,"₹5,999","₹11,495",48%,534,"1W Motor with 1% copper winding which multi functional feature to cater to your all kitchen need|8 Speed level with stylish led indicator with pulse function makes your stand mixer and robust companion for all beating, whisking and doughing needs of your kitchen|The product comes splash guard which enables to keep your kitchen clean and non-messy while mixer does its perfect blending, doughing or whisking|The stand mixer comes with overheating protection along with safety lock to avoid working hazards|Included Components 1 main unit I 1 dough hook I 1 beater I1 whisker I 5 liter mixing bowl|2 Years warranty I capacity 5 liters",https://www.amazon.in/AGARO-Setting-Whisking-Warranty-33554/dp/B0977CGNJJ/ref=sr_1_466?qid=1672923615&s=kitchen&sr=1-466
"Nirdambhay Mini Bag Sealer, 2 in 1 Heat Sealer and Cutter Handheld Sealing Machine Portable Bag Resealer Sealer for Plastic Bags Food Storage Snack Fresh Bag Sealer (Including 2 AA Battery)",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|VacuumSealers,₹429,₹999,57%,617,"【Easy to Use】After installing the battery, you need to press and hold the switch button for 3-5 seconds to heat up. Put the bag that needs to be sealed in the middle, the thinner bag can be torn quickly, the thicker should be drawn slowly and evenly.|【Portable】After use, it is not necessary to disassemble the battery, and the hook can be stuck at the sealing place, and can be hung with other appliances. The perfect portable bag sealing machine, suitable for kitchen, camping, travel, etc.|【Dual use】This product is not only a sealing machine but also an opening machine, the opening is very easy and convenient.Mini and portable bag cutter and sealer,Quickly seals and cuts.|【Material】Using high-quality ABS material, fine workmanship without burrs, high temperature and low temperature resistance, durable.|【Note】Do not press violently when sealing, otherwise it will cause the metal contact piece to deform without heating. The bag to be sealed must be kept clean and free from water., oil and other stains",https://www.amazon.in/Nirdambhay-Handheld-Portable-Resealer-Including/dp/B08YK7BBD2/ref=sr_1_338?qid=1672923609&s=kitchen&sr=1-338
"Kitchenwell 18Pc Plastic Food Snack Bag Pouch Clip Sealer for Keeping Food Fresh for Home, Kitchen, Camping Snack Seal Sealing Bag Clips (Multi-Color) | (Pack of 18)|",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|VacuumSealers,₹79,₹79,0%,97,"Made in India !|Perfect for tightly sealing and storing all types of foods and snacks, so that the food stays fresh and tastier for longer|MULTI-PURPOSE: Can be used to seal all types of food bags and storages, such as potato chips, snack bags, breads, coffee bags and frozen food bags, etc.|SEAL THE DEAL! : They are fast and easy to use and their grip is very strong, so you can rely on these clips to keep your bags perfectly sealed with minimum effort. It's always good to have these sealing clippers in your kitchen!|PRACTICABILITY: Convenient, durable and reusable. The Seal clips provide more choices to meet your different needs. Enjoy your fresh food for long time and keep a healthier lifestyle.|Content : 18 Pieces (3 size x 6 Pcs each)",https://www.amazon.in/Kitchenwell-Plastic-Keeping-Kitchen-Multi-Color/dp/B0B4PPD89B/ref=sr_1_174?qid=1672923598&s=kitchen&sr=1-174
"VR 18 Pcs - 3 Different Size Plastic Food Snack Bag Pouch Clip Sealer Large, Medium, Small Plastic Snack Seal Sealing Bag Clips Vacuum Sealer (Set of 18, Multi-Color) (Multicolor)",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|VacuumSealers,₹89,₹89,0%,"19,621","MULTI-PURPOSE: Can be used to seal all types of food bags and storages, such as potato chips, snack bags, breads, coffee bags and frozen food bags, etc.|Perfect for tightly sealing and storing all types of foods and snacks, so that the food stays fresh and tastier for longer|SEAL THE DEAL! : They are fast and easy to use and their grip is very strong, so you can rely on these clips to keep your bags perfectly sealed with minimum effort. It's always good to have these sealing clippers in your kitchen!|PRACTICABILITY: Convenient, durable and reusable. The Seal clips provide more choices to meet your different needs. Enjoy your fresh food for long time and keep a healthier lifestyle.|Content : 18 Pieces (3 size x 6 Pcs each)",https://www.amazon.in/VR-Pcs-Different-Multi-Color-Multicolor/dp/B08F47T4X5/ref=sr_1_94?qid=1672923595&s=kitchen&sr=1-94
"Kitchengenix's Mini Waffle Maker 4 Inch- 350 Watts: Stainless Steel Non-Stick Electric Iron Machine for Individual Belgian Waffles, Pan Cakes, Paninis or Other Snacks (Red)",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|WaffleMakers&Irons,₹899,"₹1,999",55%,39,"MORE THAN WAFFLES: Make your favorite breakfast classics, or get creative with waffled hash browns, cookies and even biscuit pizzas. Any batter will “waffle” into single serving portions. Great for families or on the go.|MINI IS MIGHTY: With a 4” nonstick cooking surface, this is a MUST-HAVE for that first apartment, smaller kitchen, college dorm, or camper/RV and stores easily in a kitchen cabinet or drawer.|MINI IS MIGHTY: With a 4” nonstick cooking surface, this is a MUST-HAVE for that first apartment, smaller kitchen, college dorm, or camper/RV and stores easily in a kitchen cabinet or drawer.WAFFLY EASY: Simply plug it in and go; the Waffle Maker heats up in minutes. Dual non-stick surfaces provide an even cook for consistent results and delicious golden waffles every time. Nonstick surfaces make cleanup a snap.|Non Stick Thick Waffle Maker Pan : You can experience non stick cooking wit this waffle maker gas, This waffle making machine offers rich thick Belgian baffles.|Durable and Energy Efficient : KITCHENGENIX brand is known for high quality material, we never compromise with quality and assure you great quality waffles maker.",https://www.amazon.in/Kitchengenixs-Waffle-Maker-Inch-Watts/dp/B0BJYSCWFQ/ref=sr_1_489?qid=1672923617&s=kitchen&sr=1-489
"JIALTO Mini Waffle Maker 4 Inch- 350 Watts: Stainless Steel Non-Stick Electric Iron Machine for Individual Belgian Waffles, Pan Cakes, Paninis or Other Snacks - Aqua blue",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|WaffleMakers&Irons,₹899,"₹1,999",55%,832,"Why To Buy : To enjoy thick restaurant like quality waffles you must buy this waffle iron maker, this is very energy efficient waffle irons only uses 350 watt energy.|Easy To Use : This waffles machine can we used by anyone, no special learning needed to use this waffel toster machine.|Durable and Energy Efficient : BONIRY brand is known for high quality material, we never compromise with quality and assure you great quality waffles maker.|Non Stick Thick Waffle Maker Pan : You can experience non stick cooking wit this waffle maker gas, This waffle making machine offers rich thick Belgian baffles.|Care for you : We value our customers and provide 24 hours service. You can call us any time we will resolve your quiary within 12 hours.",https://www.amazon.in/BONIRY-Waffle-Maker-Inch-Watts/dp/B09LH32678/ref=sr_1_390?qid=1672923611&s=kitchen&sr=1-390
"Lifelong LLWM105 750-Watt Belgian Waffle Maker for Home| Makes 2 Square Shape Waffles| Non-stick Plates| Easy to Use with Indicator Lights (1 Year Warranty, Black)",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|WaffleMakers&Irons,"₹1,199","₹2,400",50%,"1,202","The waffle maker makes 2 waffles at a time, 750W stable heating provides enough heating to ensure even cooking on both sides, without the added step of flipping them.|Lifelong waffle machines come with a non-stick coating, making it harder for the waffle to stick to the heating plates. Just a light wipe or gentle scrub can remove any leftover crumbs.|Thermally engineered heating elements ensure even heat distribution. Make sure to cook every single waffle evenly. Dual indicator lights will let you know when the waffles are ready.|It includes a cool touch handle for safe and comfortable use.|As the non-stick plates heat up quickly, you can enjoy 2 waffles in minutes by simply plugging it in and pouring the batter.|Takes up barely any counter space and also stands upright for storage taking your minimal cabinet space.",https://www.amazon.in/Lifelong-Waffled105-750-Watt-Waffle-Maker/dp/B015GX9Y0W/ref=sr_1_468?qid=1672923615&s=kitchen&sr=1-468
"AGARO Classic Portable Yogurt Maker, 1.2L Capacity, Electric, Automatic, Grey and White, Medium (33603)",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|YogurtMakers,₹587,"₹1,295",55%,557,"1.2 Litres Capacity|Double Deck Seal|Stainless Steel Bowl|Fully Automatic|1 Year Warranty|Product Dimensions: 16.5 x 16.5 x 11 Centimeters, Item Weight: 800 Grams",https://www.amazon.in/AGARO-Portable-Capacity-Automatic-33603/dp/B09G2VTHQM/ref=sr_1_362?qid=1672923610&s=kitchen&sr=1-362
"Havells Glydo 1000 watt Dry Iron With American Heritage Non Stick Sole Plate, Aerodynamic Design, Easy Grip Temperature Knob & 2 years Warranty. (Charcoal Blue)","Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|DryIrons",₹849,"₹1,190",29%,"4,184",360 degree swivel cord for effortless manoeuvring|Registered American heritage golden ptfe coated side plate|Dual color led indicator on handle|Full length button groove for maximum reech|Easy grip temperature control dial for selection of different fabrics|Warranty: 2 Year|Power: 1000 watts; Operating Voltage: 230 - 230 volts|Includes: 1 N Dry Iron & 1 N Manual,https://www.amazon.in/Havells-Glydo-1000-Watt-Iron-Charcoal/dp/B07LDPLSZC/ref=sr_1_396?qid=1672923612&s=kitchen&sr=1-396
